id,NAME,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,last review,reviews per month,review rate number,calculated host listings count,availability 365,house_rules,license
1259812,Amazing Brownstone in Best Brooklyn,52707584632,,Ryan,Brooklyn,Carroll Gardens,40.6809,-73.99233,United States,US,False,strict,Entire home/apt,2013.0,$52 ,$10 ,7.0,7.0,8/29/2018,0.07,5.0,1.0,315.0,,
1260917,Lady only Curtain-divided room,78440704783,,Gianna,Queens,Sunnyside,40.74,-73.91901,United States,US,True,strict,Private room,2008.0,$613 ,$123 ,44.0,31.0,5/1/2019,0.32,5.0,3.0,75.0,"- I work at home and prefer to rent to folks who are visiting Boston for business and professional reasons.  Most of my guests are here to work in the Longwood Medical Area.  I often rent to fourth-year medical students doing rotations at HMS, and to physicians and post-docs affiliated with other institutions in the LMA. - I have a dog and two cats, so please take care and don't leave the front door standing open. -Please, no guests.  There are lots of pubs in the neighborhood if you want to meet friends.",
1262574,Spacious Quiet rm - 20mins to Midtown,60243935879,unconfirmed,Sarah,Manhattan,Washington Heights,40.84468,-73.94303,United States,US,True,strict,Private room,2016.0,$409 ,$82 ,398.0,34.0,6/15/2019,0.35,1.0,1.0,182.0,"This place is about enjoying good times and the views, great place to take it all in. This is not a good set-up for children ages 1-13.",
1263126,"3 BR, Beautiful Brooklyn Duplex",91037237183,verified,Ashton,Brooklyn,Carroll Gardens,40.68252,-73.99619,United States,US,False,flexible,Entire home/apt,2016.0,$572 ,$114 ,,6.0,8/8/2015,0.06,3.0,1.0,164.0,Shoes off Clean After yourself Turn Lights and your room AC off when leaving the apartment Clean the stove with the specific cleaner when used (Ask the host about it),
1263679,Spacious modern studio apartment in Manhattan,25763359778,unconfirmed,Sarah,Manhattan,Chelsea,40.74342,-73.99483,United States,US,True,flexible,Entire home/apt,2008.0,$413 ,$83 ,,3.0,5/13/2018,0.04,5.0,2.0,266.0,#NAME?,
1264231,Gorgeous Duplex + Garden,19341139444,unconfirmed,Richard,Brooklyn,Park Slope,40.67853,-73.98089,United States,US,False,flexible,Entire home/apt,2008.0,$455 ,$91 ,,2.0,8/31/2014,0.03,4.0,1.0,-4.0,"* Check out: 10am * We made an effort to keep things organized. Please help us to maintain the house as beautiful and clean as possible.  * Please ask before bringing visitors, and sorry I can only allow the number of guest on the reservation to stay overnight.  * I also ask that shoes not be worn in the house to keep the wood floors clean, and that you only eat in the dining room area.",
1264783,CBG# 4Tiny room w/ huge window/AC,87560538920,unconfirmed,Maya,Brooklyn,Park Slope,40.6788,-73.97643,United States,US,True,moderate,Private room,2020.0,$563 ,$113 ,,20.0,8/24/2018,0.21,2.0,6.0,-6.0,"Each of us is working and/or going to school at the moment, so weekday guests are expected to respect a quiet period from 12am to 8am. On weekends, we almost always go out and encourage you to do the same! You're welcome to make noise in your room at a reasonable level, but we prefer that you wrap it up no later than 3am at the absolute latest on weekends.",
1265335,Charming upper west side apartment,89878315253,unconfirmed,Alen,Manhattan,Upper West Side,40.77886,-73.98042,United States,US,True,strict,Entire home/apt,2022.0,$410 ,$82 ,-2.0,129.0,6/7/2019,1.33,2.0,1.0,381.0,"Please remember that this is a residential building.  All building rules, Hotel occupancy restrictions, and year-round tenants must be respected.",
1265888,Light-filled East Village Delight,11984398378,unconfirmed,Dainton,Manhattan,East Village,40.72578,-73.97879,United States,US,False,moderate,Entire home/apt,2021.0,$229 ,$46 ,3.0,147.0,6/30/2019,1.6,5.0,1.0,253.0,,
1266440,"Sunny, quiet, legal homelike suite-Pk Slope South",69029062217,unconfirmed,Jessica,Brooklyn,South Slope,40.66085,-73.98537,United States,US,False,moderate,Entire home/apt,2017.0,"$1,060 ",$212 ,28.0,101.0,7/1/2019,1.06,4.0,1.0,53.0,"Please remember that this is a residential building.  All building rules, hotel occupancy restrictions, and year-round tenants must be respected.",
1266992,Spacious Duplex in Brownstone!,15494932228,verified,Lana,Manhattan,East Harlem,40.80113,-73.94503,United States,US,False,moderate,Entire home/apt,2006.0,"$1,046 ",$209 ,2.0,11.0,1/2/2016,0.12,4.0,2.0,191.0,,
1267545,Lovely Vintage Haven—Heart of UWS,1640832963,verified,Valeria,Manhattan,Upper West Side,40.78569,-73.97581,United States,US,False,strict,Entire home/apt,2010.0,$114 ,$23 ,65.0,11.0,10/15/2013,0.12,4.0,1.0,414.0,,
1270306,Very close to Downtown Awesome Private Apartment,7445813909,unconfirmed,Antony,Brooklyn,Gravesend,40.60452,-73.97103,United States,US,True,flexible,Entire home/apt,2021.0,$762 ,$152 ,7.0,0.0,,,,2.0,159.0,,
1270858,The Happy home!,91709093046,verified,Eddy,,East Harlem,40.7932,-73.94007,United States,US,False,strict,Entire home/apt,2007.0,"$1,133 ",$227 ,2.0,15.0,2/15/2016,0.16,,1.0,326.0,"Please remember that this is a residential building. All building rules, hotel occupancy restrictions, and year-round tenants must be respected.",
1271411,"Fort Greene, Brooklyn: Front Bedroom",88429217001,verified,Maria,Brooklyn,Fort Greene,40.68768,-73.97611,United States,US,False,moderate,Private room,2017.0,$277 ,$55 ,2.0,35.0,7/2/2019,0.55,,2.0,389.0,"Generally, we prefer that guests treat our home as a friends house, rather than a hotel. - Quiet hours are 11pm to 7am - Feel free to partake in our electric tea kettle, K-Cup machine and espresso machine -Food left on the kitchen island is for guests to enjoy! - Feel free to use the kitchen, but kindly wash your dishes  - No pets - There is usually somebody home if you have a question or something that needs addressing, just give us a knock!   - Please let us know if there's anything we can do to improve your stay with us :)",
1271963,Gorgeous 1 bdrm in huge duplex!,80917711958,verified,Julian,Manhattan,Harlem,40.80224,-73.94558,United States,US,True,moderate,Private room,2016.0,$424 ,$85 ,2.0,17.0,10/1/2015,0.18,3.0,2.0,-9.0,,
1272515,"Sunny, cozy room in Lower East Side",84473709196,verified,Lucia,Manhattan,Lower East Side,40.71473,-73.98842,United States,US,False,flexible,Private room,2016.0,$435 ,$87 ,3.0,3.0,2/15/2016,0.04,4.0,2.0,9.0,,
1273068,Large Quiet Bedroom Near Columbia U,95738430033,verified,Rebecca,,Harlem,40.80518,-73.95359,United States,US,False,strict,Private room,2016.0,$945 ,$189 ,5.0,43.0,1/3/2018,0.47,3.0,2.0,147.0,,
1273620,Cozy Pre-War Harlem Apartment,88013998883,verified,Daniel,Manhattan,Harlem,40.80827,-73.95329,United States,US,True,flexible,Shared room,2019.0,$67 ,$13 ,3.0,168.0,7/6/2019,4.6,5.0,1.0,345.0,,
1274172,spacious studio,60622441965,verified,Edwin,Brooklyn,Greenpoint,40.72901,-73.95812,United States,US,True,strict,Private room,2012.0,$590 ,$118 ,3.0,241.0,6/24/2019,2.49,4.0,1.0,186.0,,
1274725,"Elegant 2-BR duplex, Union Square",44367748174,verified,Albert,Manhattan,Gramercy,40.73476,-73.98452,United States,US,False,flexible,Entire home/apt,2016.0,$365 ,$73 ,2.0,105.0,6/23/2019,1.13,3.0,1.0,248.0,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.",
1275277,Cozy private family home in Bushwick,84893152286,unconfirmed,Adison,Brooklyn,Bushwick,40.69055,-73.92357,United States,US,True,strict,Entire home/apt,2011.0,$314 ,$63 ,2.0,11.0,10/28/2018,0.46,2.0,1.0,187.0,,
1276381,Cosy Sunny 1brm in Prospect Heights,17180989319,verified,Ted,Brooklyn,Crown Heights,40.67505,-73.95969,United States,US,False,moderate,Entire home/apt,2009.0,$638 ,$128 ,3.0,31.0,10/23/2018,0.32,1.0,1.0,70.0,,
1276934,East Village bedroom w rooftop,17802908936,verified,Kate,Manhattan,East Village,40.72974,-73.98201,United States,US,False,moderate,Private room,2014.0,"$1,051 ",$210 ,4.0,49.0,5/7/2019,0.51,1.0,2.0,268.0,,
1277486,Williamsburg Home Away From Home!,58444192906,unconfirmed,Ned,Brooklyn,Williamsburg,40.70925,-73.95425,United States,US,False,flexible,Entire home/apt,2015.0,$164 ,$33 ,4.0,23.0,4/13/2019,0.24,3.0,1.0,209.0,"- Check-in time is 1PM - 12PM. - Earlier than 1pm check-in may be an option, will accommodate when possible.  -When you move in, I will clean the room for you.  - Quiet after 11pm - Please treat the home as you would your own, and treat your hosts as you would like to be treated! - Please let me know If you have any question, I will try my best to help you. - Please try to keep quiet It is okay that you have a child who is more than 7 years to live in, but the price should be discussed.",
1278038,Brand New Beautiful Duplex Apartment with Garden,26436280092,verified,Chelsea,Brooklyn,Greenpoint,40.72315,-73.95226,United States,US,True,strict,Entire home/apt,2020.0,$586 ,$117 ,2.0,20.0,6/24/2019,0.21,5.0,2.0,247.0,"Generally, we prefer that guests treat our home as a friends house, rather than a hotel. - Food/snacks left on the island are free to eat - Feel free to cook your own food, but kindly wash and put away your dishes after - Feel free to use the Keurig - No pets - Be respectful of the items in the apartment, and leave the space reasonably clean.",
1278591,"PRIME, Luxury, Spacious 2 Bedroom Apt in Chelsea",29253854739,verified,Cherry,Manhattan,Chelsea,40.73939,-73.99612,United States,US,False,strict,Entire home/apt,2022.0,$828 ,$166 ,10.0,18.0,6/24/2019,0.9,5.0,1.0,,,
1279695,High-end doorman bldg in the LES,58667832089,verified,Annabella,Manhattan,Lower East Side,40.72019,-73.98217,United States,US,True,moderate,Private room,2011.0,$700 ,$140 ,2.0,99.0,6/27/2019,1.04,5.0,1.0,,,
1280248,Spring & Mulberry 2 Bedroom Apartment,70418022717,verified,Lucia,Manhattan,Nolita,40.72133,-73.99666,United States,US,True,strict,Entire home/apt,2006.0,$623 ,$125 ,1.0,6.0,6/28/2019,0.06,5.0,3.0,,,
1280800,Ultra Modern NYC Garden Apartment,4056781803,verified,Steven,Queens,Astoria,40.75744,-73.92163,United States,US,True,moderate,Entire home/apt,2015.0,"$1,135 ",$227 ,30.0,21.0,12/1/2018,0.22,5.0,8.0,,"You're our guest, so please make yourself at home. Be clean! Rachel and I keep a tight ship around the apartment and we'd like our guests to be as clean as us. =) Speak up! Let us know if you need anything.  Party down (if you let us know).  We aren't huge partiers, but if you like to listen to music or watch loud TV, let us know ahead of time.  This is important.",
1281352,Modern Garden Apartment in NYC,84486431830,verified,Adelaide,Queens,Astoria,40.75695,-73.9202,United States,US,False,strict,Entire home/apt,2013.0,$331 ,$66 ,30.0,24.0,4/4/2019,0.26,5.0,8.0,,,
1281904,Gorgeous Entire Manhattan Townhouse,26719503238,verified,James,Manhattan,Harlem,40.8296,-73.94651,United States,US,False,flexible,Entire home/apt,2014.0,$271 ,$54 ,2.0,111.0,6/2/2019,1.17,3.0,1.0,,,
1282457,Cozy studio Apartment in Upper East,30563131860,unconfirmed,Kimberly,Manhattan,East Harlem,40.79056,-73.9468,United States,US,False,strict,Entire home/apt,2014.0,$217 ,$43 ,2.0,86.0,6/20/2019,0.91,1.0,1.0,,"• Check-in time is 3PM. This is a non-smoking apartment  No pets No loud music No Party 21+ guests only, unless accompanied by an adult who is 21+",
1283009,Historic classic central cozy Village clean NYU,75745621560,unconfirmed,Maximilian,Manhattan,West Village,40.73631,-73.99977,United States,US,False,moderate,Entire home/apt,2020.0,$613 ,$123 ,15.0,66.0,4/29/2019,0.69,5.0,2.0,,Treat our apartment as if it were your own =). 1. No pets please.  2. Smoking outside or on the deck only.  3. Please treat the common amenities with respect.  4. We expect you to clean up after yourself.,
1283561,A PRIVATE FLAT / APARTMENT- $SPECIAL$,25554233693,unconfirmed,Alford,Bronx,Allerton,40.86466,-73.85709,United States,US,False,strict,Entire home/apt,2008.0,$73 ,$15 ,2.0,271.0,6/20/2019,2.84,1.0,2.0,,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.  Parties, pets and smoking are not allowed under any circumstances and incur significant fees.",
1284114,Williamsburg bedroom by Bedford Ave,45711651598,unconfirmed,Lana,Brooklyn,Williamsburg,40.71312,-73.96199,United States,US,True,flexible,Private room,2008.0,"$1,057 ",$211 ,2.0,227.0,6/18/2019,2.4,5.0,1.0,19.0,No Smoking.,
1285771,Historic Brooklyn Studio Apartment,64185966058,unconfirmed,Miley,Brooklyn,Bedford-Stuyvesant,40.69242,-73.95097,United States,US,False,strict,Entire home/apt,2012.0,$833 ,$167 ,2.0,187.0,6/10/2019,1.97,3.0,2.0,420.0,Please be honest and respectful. That's it!,
1289084,Room in Chic Modern High Line Luxury- New!,20510598547,verified,Adrian,Manhattan,Chelsea,40.74695,-74.00454,United States,US,False,moderate,Private room,2011.0,$440 ,$88 ,4.0,1.0,4/20/2014,0.02,3.0,1.0,398.0,"HELP US AVOID MAKE-UP STAINS:  Dear Guest, For make-up removal, if needed, kindly use the small face towels, and not our large white towels. Thanks for being considerate!",
1289637,Family & Friends in New York City,9750353852,unconfirmed,Emma,Brooklyn,East New York,40.67497,-73.87305,United States,US,True,moderate,Entire home/apt,2011.0,"$1,181 ",$236 ,3.0,177.0,6/29/2019,1.86,2.0,1.0,145.0,"Overall please treat the apartment as you would you own home, Keeping it as clean and tidy as you found it.  Please clean up before checking out. Any major clean-up service required may be deducted from the deposit.  No Loud / Large Parties .  Please include the number of people who will be staying before you reserve this apartment. No extra guests other than the maximum 3 allowed who booked  All smoking should be done outside, as this is a smoke free enviroment.",
1290189,Spacious & Comfy BK Brownstone,57100781847,verified,Leonardo,Brooklyn,Crown Heights,40.66788,-73.94813,United States,US,False,flexible,Entire home/apt,2010.0,$923 ,$185 ,4.0,90.0,6/30/2019,0.94,3.0,1.0,45.0,No Drugs Respect the Neighbourhood No excess Noise Smoking allowed Drinking allowed Pets allowed Keep the house clean Respect your roommates Wash your own utensils if used,
1290741,Large Luxury Upper East Side Studio,11373673042,verified,Cadie,Manhattan,Upper East Side,40.76684,-73.95944,United States,US,True,flexible,Entire home/apt,2014.0,$858 ,$172 ,7.0,39.0,7/7/2019,0.41,2.0,1.0,369.0,"HELP US AVOID MAKE-UP STAINS: Dear Guest, For make-up removal, if needed, kindly use the small face towels, and not our large white towels. Thanks for being considerate!",
1291294,Chateau Style Brooklyn Loft for Singles or Couples,2631536622,verified,Carlos,Brooklyn,Bedford-Stuyvesant,40.68967,-73.95445,United States,US,False,moderate,Entire home/apt,2022.0,$413 ,$83 ,-3.0,42.0,5/18/2019,0.44,5.0,1.0,292.0,BUILDING IS RESIDENTIAL. DOCTORS AND NURSES WHO WORK LONG HOURS ARE THE PRIMARY TENANTS OF THIS BUILDING SO RESPECTFUL NOISE LEVELS DURING 10PM-7AM ARE A MUST.,
1291846,Lovely Brooklyn Brownstone 1BR!,42425649793,unconfirmed,Victoria,Brooklyn,Prospect Heights,40.67946,-73.96501,United States,US,True,strict,Entire home/apt,2013.0,$972 ,$194 ,3.0,33.0,5/8/2019,0.35,1.0,1.0,214.0,"62 Melrose House Rules *Be sure to contact us for key instructions* We request that you please be respectful of all furniture, appliances, and all other belongings within the apartment. Please make sure to turn off all lights and appliances, including A/C and Heat when you leave the apartment and follow the trash rules ~ every bit of saving helps us provide affordable and comfortable living space to everyone.  Trash can be put outside in front of the building on the curb  Sunday and Thursday nights at 5 PM  or later it will be picked up early the following mornings. All insurance and liability including accidents - inside or outside the apartment - health, short-term cancellations and / or guest's belongings is the guest's responsibility. The entire building is non - smoking so please no smoking on the property or in any of the units.    62 Melrose General Information We offer digital cable TV, DVD and high speed Internet. We will send internet information in a separate email.   For yo",
1292950,Sun-drenched East Village Penthouse,7807627593,verified,Oliver,Manhattan,East Village,40.72566,-73.97748,United States,US,False,flexible,Private room,2010.0,$152 ,$30 ,3.0,81.0,3/28/2019,0.85,4.0,2.0,171.0,#NAME?,
1293503,Columbus Circle Luxury Bldg - Private Room&Bath,86417259099,verified,Derek,Manhattan,Hell's Kitchen,40.7709,-73.99181,United States,US,False,moderate,Private room,2021.0,$619 ,$124 ,28.0,43.0,6/29/2019,0.45,5.0,2.0,-4.0,#NAME?,
1294607,"Spacious, Kid-Friendly, and 15-20 Mins. to Midtown",87906989685,unconfirmed,Amelia,Queens,Sunnyside,40.74249,-73.92466,United States,US,True,strict,Private room,2010.0,$177 ,$35 ,2.0,160.0,6/25/2019,1.68,2.0,1.0,301.0,"Just treat the place like it is your own, not damaging anything, keeping it clean & organized, and not being loud.  NO PARTIES! as this is a private residence.  Other than that, enjoy everything in the house. NO SMOKING inside or outside the building!",
1295160,Quiet Chelsea Studio w/Charm,93706332442,verified,Wilson,Manhattan,Chelsea,40.74033,-74.00024,United States,US,False,flexible,Entire home/apt,2020.0,$836 ,$167 ,6.0,23.0,5/21/2018,0.27,1.0,2.0,129.0,"62 Melrose House Rules *Be sure to contact us for key instructions* We request that you please be respectful of all furniture, appliances, and all other belongings within the apartment. Please make sure to turn off all lights and appliances, including A/C and Heat when you leave the apartment and follow the trash rules ~ every bit of saving helps us provide affordable and comfortable living space to everyone.  Trash can be put outside in front of the building on the curb  Sunday and Thursday nights at 5 PM  or later it will be picked up early the following mornings. All insurance and liability including accidents - inside or outside the apartment - health, short-term cancellations and / or guest's belongings is the guest's responsibility. The entire building is non - smoking so please no smoking on the property or in any of the units.    62 Melrose General Information We offer digital cable TV, DVD and high speed Internet. We will send internet information in a separate email.   For yo",
1295712,Large Room Overlooking Central Park,6732487792,unconfirmed,Charlotte,Manhattan,Upper West Side,40.7969,-73.96128,United States,US,False,strict,Private room,2007.0,$181 ,$36 ,6.0,35.0,6/18/2017,0.37,4.0,1.0,210.0,No parties or gatherings of more than 8 people. This is a family neighborhood.  Families with kids next to and behind the home go to sleep early - please behave accordingly.,
1296264,"Cheerful, comfortable room",23750762173,unconfirmed,Stella,Manhattan,Washington Heights,40.83403,-73.94553,United States,US,True,flexible,Private room,2010.0,$913 ,$183 ,1.0,225.0,6/12/2019,2.35,5.0,1.0,146.0,No smoking or partying in the apartment.,
1296817,Hospitality on Propsect Pk-12 yrs Hosting Legally!,78673339212,unconfirmed,Gianna,Brooklyn,Prospect-Lefferts Gardens,40.65513,-73.95641,United States,US,False,moderate,Private room,2014.0,$556 ,$111 ,1.0,401.0,7/4/2019,6.62,4.0,2.0,313.0,"No Smoking, no pets, no late night parties, five people in home only",
1297369,"Prospect Pk*NYC in 5 stops* Cozy,Clean & Legal!",21949521987,verified,Honey,Brooklyn,Prospect-Lefferts Gardens,40.65589,-73.95539,United States,US,True,moderate,Private room,2016.0,$67 ,$13 ,1.0,72.0,6/17/2019,0.84,2.0,2.0,292.0,"62 Melrose House Rules *Be sure to contact us for key instructions* We request that you please be respectful of all furniture, appliances, and all other belongings within the apartment. Please make sure to turn off all lights and appliances, including A/C and Heat when you leave the apartment and follow the trash rules ~ every bit of saving helps us provide affordable and comfortable living space to everyone.  Trash can be put outside in front of the building on the curb  Sunday and Thursday nights at 5 PM  or later it will be picked up early the following mornings. All insurance and liability including accidents - inside or outside the apartment - health, short-term cancellations and / or guest's belongings is the guest's responsibility. The entire building is non - smoking so please no smoking on the property or in any of the units.    62 Melrose General Information We offer digital cable TV, DVD and high speed Internet. We will send internet information in a separate email.   For yo",
1301235,"Comfy, Cozy, Brooklyn close to Manhattan",21749225637,verified,Antony,Brooklyn,Bedford-Stuyvesant,40.68497,-73.95592,United States,US,False,flexible,Entire home/apt,2021.0,$710 ,$142 ,3.0,207.0,7/7/2019,2.18,4.0,1.0,97.0,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.",
1302340,Sunny Space in Williamsburg,4576319543,verified,Arthur,Brooklyn,Williamsburg,40.71137,-73.94362,United States,US,False,flexible,Private room,2014.0,$760 ,$152 ,2.0,273.0,6/24/2019,2.85,3.0,1.0,373.0,-Leave the apartment as you found it.  -Quiet time starts at 9pm. -No shoes allowed in the apartment.  -Please respect us and our neighbors by not having any additional guests.  -No parties. -Smoking is strictly prohibited both inside and within 50ft of the outside.  -No pets. -No packages may be sent to the house without host approval.,
1302892,Best Manhattan Studio Deal!,52116404539,unconfirmed,Jacob,Manhattan,Upper East Side,40.76739,-73.9557,United States,US,False,flexible,Shared room,2015.0,$910 ,$182 ,1.0,0.0,,,1.0,1.0,124.0,,
1303444,STYLISH EAST VILLAGE FLAT,6825076306,verified,Arnold,Manhattan,,40.73089,-73.98195,United States,US,True,strict,Entire home/apt,2013.0,$749 ,$150 ,30.0,25.0,4/30/2018,0.26,4.0,1.0,67.0,,
1303996,Serene Park Slope Garden Apartment,93646573118,unconfirmed,Miller,Brooklyn,Park Slope,40.6755,-73.97859,United States,US,True,strict,Entire home/apt,2021.0,$565 ,$113 ,4.0,105.0,5/11/2019,1.62,1.0,1.0,43.0,Be respectful of neighbors and the property.,
1304549,Cozy and spacious - rare for NYC!,90486023278,unconfirmed,Grace,Brooklyn,Bedford-Stuyvesant,40.68812,-73.94934,United States,US,False,flexible,Private room,2021.0,$567 ,$113 ,4.0,72.0,12/26/2016,0.76,5.0,3.0,402.0,"- No smoking.  - Maximum of 2 people  - Sorry, no children. (I love kids, but this is a very quiet building. It's all young professionals.  - Please be quiet and respectful of others in the building (no loud music/tv,  - Please dispose of baby wipes and/or tampons in the waste basket, not in the toilet. (the pipes are old and clog easily – last time baby wipes had to be removed from the pipes, the plumbing bill was $350!).",
1305653,St. James Pl Garden Studio 1block to PRATT &Gtrain,93545191438,unconfirmed,Rebecca,Brooklyn,Clinton Hill,40.68634,-73.96161,United States,US,True,strict,Entire home/apt,2020.0,$458 ,$92 ,,58.0,6/4/2019,0.61,1.0,6.0,340.0,"Apologies if some of this seems obvious. Keep the property and all furnishings in good order No smoking No pets or animals Prefer if you take shoes off when entering No moving furniture Close and lock front door at all times  Please do not sleep on top of leather couch. If you need an extra bed, the leather couch converts into a queen size bed. No hosting parties Only use appliances for their intended uses Close windows if raining and when leaving Leave keys where you found them Homeowner is not responsible or liable for any accidents, injuries, or illness that occurs while on the premises or its facilities. The homeowner is not responsible for the loss of personal belongings or valuables of the guests. By completing this booking, it is agreed that all guests are expressly assuming the risk of any harm or liability arising from their use of the premises or others whom they invite to use the premise.",
1306758,Comfortable. Spacious. Private Room.,45534966158,unconfirmed,Ned,Manhattan,,40.713,-73.99752,United States,US,True,flexible,Private room,2019.0,$613 ,$123 ,,172.0,7/2/2019,1.84,5.0,2.0,63.0,Please be gentle with the furniture and appliances. Absolutely no smoking allowed. No parties please.,
1307310,Modern Condo in Midtown,64786057639,verified,Preston,Manhattan,Theater District,40.75895,-73.9883,United States,US,True,flexible,Private room,2021.0,$704 ,$141 ,,330.0,6/20/2019,7.14,4.0,1.0,420.0,"Please respect the place as if it was your own. No parties or crazy business.  Pets are not allowed.  Our apartment is also a non-smoking environment.  Our community is very quiet and we have a close relationship with our neighbors. We ask that you respect our neighbor’s privacy and monitor noise levels during the night time. If you need to smoke, please smoke outside the building and dispose of your cigarettes afterward.  We also ask that you keep the place relatively clean when you leave.",
1307863,Ideal Brooklyn Brownstone Apartment,90004732073,verified,Alissa,Brooklyn,Bedford-Stuyvesant,40.68186,-73.94113,United States,US,True,moderate,Entire home/apt,2022.0,$644 ,$129 ,3.0,123.0,6/11/2019,1.29,2.0,1.0,236.0,--No Smoking.   --Pets allowed with a $500 NON-Refundable Pet Fee (breed and weight restrictions may apply).  ,
1308415,"A Cozy Oasis in Bushwick, NY",91197402849,verified,Sofia,Brooklyn,Bushwick,40.68364,-73.91076,United States,US,False,strict,Private room,2021.0,$500 ,$100 ,2.0,55.0,4/30/2019,0.59,1.0,1.0,85.0,,
1308967,Private Entrance - Private Parking,61294358575,verified,Garry,Brooklyn,Williamsburg,40.71893,-73.9428,United States,US,False,strict,Entire home/apt,2021.0,"$1,114 ",$223 ,4.0,87.0,7/3/2019,0.99,4.0,1.0,75.0,Pets Allowed ( With Fee ) NO Smoking,
1309519,Yankee Stadium Oasis 2 stops to Manhattan!,76341955125,verified,Sydney,Bronx,Concourse Village,40.82802,-73.92039,United States,US,False,moderate,Private room,2021.0,$581 ,$116 ,3.0,258.0,6/25/2019,2.7,1.0,2.0,130.0,,
1310072,"Sunny, Spacious Studio in Ft.Greene",72611787863,verified,Charlotte,Brooklyn,Fort Greene,40.68765,-73.97073,United States,US,False,moderate,Entire home/apt,2016.0,$353 ,$71 ,2.0,4.0,8/27/2018,0.18,4.0,1.0,240.0,"Please plan to check in after 4 PM and check out before 11 AM.  No Smoking, No pets Please No parties and quiet hours after 9 pm Clean dishes   We are not responsible for your belongings. Thank You!",
1310624,Williamsburg Exposed Brick Loft,29998285923,unconfirmed,Robert,Brooklyn,Williamsburg,40.71413,-73.96596,United States,US,True,moderate,Entire home/apt,2012.0,$680 ,$136 ,14.0,31.0,5/26/2019,0.33,4.0,1.0,425.0,"House Rules 1. Check-in is 4 pm local time. If the unit is ready earlier, we’ll let you know. Check-out is normally 11 am local time, but we’d be happy to extend it as long as we don’t have a cleaning scheduled. Just let us know.  2. All bookings require a security deposit of at least $300, which will be refunded within 7 days of your check-out. 3. For security measures we require all guests to provide proof of identification through ID verification on our own website. In order to check in we'll need a photo of your ID.  4. Our cancellation policy is as shown on our ad and defined by the site you are booking through.  5. Don’t let $300 go up in smoke. There's no smoking allowed in any Flatbook and a $300 fine for breaking this rule.  6. Unfortunately we don’t allow pets in any of our apartments. 7. Unless you’re staying in one of our specialty apartments, we don’t allow parties or excessive noise. 8. If we find the place very messy, we have to charge an extra $40 for every extra hour o",
1311176,Bright Modern Charming Housebarge,97069047757,verified,Luke,Brooklyn,Sheepshead Bay,40.58422,-73.94079,United States,US,True,moderate,Entire home/apt,2007.0,$441 ,$88 ,4.0,128.0,11/15/2016,1.34,2.0,2.0,-8.0,"Please plan to check in after 4 PM and check out before 11AM.  No Smoking, No pets Please No parties and quiet hours after 9 pm Clean dishes   We are not responsible for your belongings. Thank You!",
1311729,Central Bedford Avenue Apartment,64293042107,verified,Sienna,Brooklyn,Williamsburg,40.71973,-73.95582,United States,US,False,flexible,Entire home/apt,2022.0,$357 ,$71 ,3.0,14.0,8/31/2015,0.15,5.0,1.0,138.0,"House Rules 1. Check-in is 4 pm local time. If the unit is ready earlier, we’ll let you know. Check-out is normally 11 am local time, but we’d be happy to extend it as long as we don’t have a cleaning scheduled. Just let us know.  2. All bookings require a security deposit of at least $300, which will be refunded within 7 days of your check-out. 3. For security measures we require all guests to provide proof of identification through ID verification on our own website. In order to check in we'll need a photo of your ID.  4. Our cancellation policy is as shown on our ad and defined by the site you are booking through.  5. Don’t let $300 go up in smoke. There's no smoking allowed in any Flatbook and a $300 fine for breaking this rule.  6. Unfortunately we don’t allow pets in any of our apartments. 7. Unless you’re staying in one of our specialty apartments, we don’t allow parties or excessive noise. 8. If we find the place very messy, we have to charge an extra $40 for every extra hour o",
1312833,Sunnyside NYC/ AC room/ city views/ near Midtown,14374445699,verified,Victor,Queens,Sunnyside,40.73826,-73.92458,United States,US,False,strict,Private room,2009.0,$924 ,$185 ,28.0,258.0,5/28/2019,2.9,2.0,1.0,251.0,"Please plan to check in after 4 PM and check out before 11AM.  No Smoking, No pets Please No parties and quiet hours after 9 pm Clean dishes   We are not responsible for your belongings. Thank You!",
1313386,Greenpoint Waterfront Loft,14322825094,unconfirmed,Dexter,Brooklyn,Greenpoint,40.73049,-73.96115,United States,US,False,strict,Entire home/apt,2009.0,$186 ,$37 ,3.0,228.0,4/25/2018,2.39,4.0,3.0,324.0,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.  Parties, pets and smoking are not allowed under any circumstances and incur significant fees.",
1313938,East Village House -- Unique!,77437300795,unconfirmed,Alisa,Manhattan,East Village,40.72956,-73.97903,United States,US,False,strict,Entire home/apt,2007.0,$844 ,$169 ,1.0,,7/1/2019,0.65,3.0,1.0,85.0,,
